patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 100}",0.9166666666666666,0.9537037037037037,0.9351851851851851,0.8319327731092437,0.9462962962962963
chb02,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9545454545454546,0.9545454545454546,0.9545454545454546,0.84,0.9545454545454546
chb03,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",0.9693877551020408,0.9897959183673469,0.9795918367346937,0.9595959595959596,0.9857142857142858
chb04,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 200}",0.967741935483871,0.9331550802139037,0.9504485078488873,0.782608695652174,0.9400428265524625
chb05,rnf,"{'clf__max_leaf_nodes': 16, 'clf__n_estimators': 200}",0.9492753623188406,0.9981949458483754,0.973735154083608,0.9924242424242424,0.9884393063583815
chb06,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",0.6388888888888888,0.8013698630136986,0.7201293759512938,0.4423076923076923,0.7692307692307693
chb07,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 100}",0.9875,0.984472049689441,0.9859860248447205,0.9404761904761905,0.9850746268656716
chb08,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 100}",0.8640350877192983,0.9190371991247265,0.8915361434220125,0.7269372693726938,0.9080560420315237
chb09,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.8823529411764706,0.9890510948905109,0.9357020180334907,0.9523809523809523,0.9678362573099415
chb10,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 100}",0.9727272727272728,1.0,0.9863636363636363,1.0,0.9945652173913043
chb11,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.965,0.986284289276808,0.9756421446384039,0.946078431372549,0.9820359281437125
chb13,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 200}",0.9153846153846154,0.8788461538461538,0.8971153846153845,0.6538461538461539,0.8861538461538462
chb14,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 50}",0.7804878048780488,0.8658536585365854,0.8231707317073171,0.5925925925925926,0.848780487804878
chb15,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 500}",0.7987804878048781,0.7431472081218274,0.7709638479633527,0.4371523915461624,0.7542648253452477
chb16,rnf,"{'clf__max_leaf_nodes': 32, 'clf__n_estimators': 50}",0.7058823529411765,0.8285714285714286,0.7672268907563026,0.5,0.8045977011494253
chb17,rnf,"{'clf__max_leaf_nodes': 16, 'clf__n_estimators': 200}",0.8472222222222222,0.7743055555555556,0.810763888888889,0.48412698412698413,0.7888888888888889
chb18,rnf,"{'clf__max_leaf_nodes': 32, 'clf__n_estimators': 300}",0.8717948717948718,0.9585987261146497,0.9151967989547607,0.8395061728395061,0.9413265306122449
chb19,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 400}",0.9310344827586207,0.9615384615384616,0.946286472148541,0.8571428571428571,0.9554794520547946
chb20,rnf,"{'clf__max_leaf_nodes': 16, 'clf__n_estimators': 50}",0.8873239436619719,0.9370629370629371,0.9121934403624545,0.7777777777777778,0.927170868347339
chb21,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 100}",0.8571428571428571,0.9438775510204082,0.9005102040816327,0.7924528301886793,0.926530612244898
chb22,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",1.0,1.0,1.0,1.0,1.0
chb23,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",0.9519230769230769,0.9593301435406698,0.9556266102318733,0.853448275862069,0.9578544061302682
