patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,rnf,"{'clf__max_leaf_nodes': 16, 'clf__n_estimators': 200}",0.9801324503311258,0.9685430463576159,0.9743377483443709,0.8862275449101796,0.9708609271523179
chb02,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",1.0,0.967479674796748,0.983739837398374,0.8823529411764706,0.9738562091503268
chb03,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",0.9708029197080292,0.968978102189781,0.9698905109489051,0.8866666666666667,0.9693430656934306
chb04,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 50}",0.9538461538461539,0.8967495219885278,0.9252978379173409,0.6966292134831461,0.9081163859111792
chb05,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 200}",0.917098445595855,0.9935483870967742,0.9553234163463146,0.9725274725274725,0.9783057851239669
chb06,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",0.7450980392156863,0.7892156862745098,0.767156862745098,0.4691358024691358,0.7803921568627451
chb07,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 200}",0.8839285714285714,0.9755555555555555,0.9297420634920635,0.9,0.9572953736654805
chb08,rnf,"{'clf__max_leaf_nodes': 32, 'clf__n_estimators': 100}",0.8746081504702194,0.8889757623143081,0.8817919563922637,0.66270783847981,0.886107634543179
chb09,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9052631578947369,1.0,0.9526315789473685,1.0,0.9811715481171548
chb10,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 100}",0.9935064935064936,1.0,0.9967532467532467,1.0,0.9987046632124352
chb11,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.975,0.9884135472370766,0.9817067736185383,0.9545454545454546,0.985734664764622
chb13,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 400}",0.9505494505494505,0.7980769230769231,0.8743131868131868,0.540625,0.8285714285714286
chb14,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.8421052631578947,0.8296943231441049,0.8358997931509997,0.5517241379310345,0.8321678321678322
chb15,rnf,"{'clf__max_leaf_nodes': 64, 'clf__n_estimators': 500}",0.7503628447024674,0.7828136330674402,0.7665882388849539,0.4632616487455197,0.7763272410791993
chb16,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9166666666666666,0.47959183673469385,0.6981292517006803,0.3013698630136986,0.5655737704918032
chb17,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",0.85,0.8064516129032258,0.8282258064516129,0.5214723926380368,0.8151093439363817
chb18,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 200}",0.8990825688073395,0.9225512528473804,0.9108169108273599,0.7424242424242424,0.9178832116788321
chb19,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.9382716049382716,0.9571865443425076,0.9477290746403895,0.8444444444444444,0.9534313725490197
chb20,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 50}",0.91,0.9225,0.91625,0.7459016393442623,0.92
chb21,rnf,"{'clf__max_leaf_nodes': 8, 'clf__n_estimators': 100}",0.8088235294117647,0.9197080291970803,0.8642657793044225,0.7142857142857143,0.8976608187134503
chb22,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 300}",0.8732394366197183,1.0,0.9366197183098591,1.0,0.9747191011235955
chb23,rnf,"{'clf__max_leaf_nodes': 4, 'clf__n_estimators': 50}",0.8698630136986302,0.9299145299145299,0.8998887718065801,0.7559523809523809,0.9179206566347469
